fees_status,day,month,advertising_channel,advertisement,enrolled_courses,paid_fees,number_of_phone_calls,average_call_duration,training_models,training_levels,area_code,sale_team,consultant
Paid,23,Nov,Television Ad,AD01-9362,2,"EGP 12,000,000 ",2,6:15,GK,Fndn. L1,B12,Mohammed,Habib
Paid,31,Dec,Facebook Page,AD01-9361,1,"EGP 19,000,000 ",3,6:15,BE,Pre. L8,A1,Salah,Dary
Paid,18,Jun,Television Ad,AD01-9364,5,"EGP 25,000,000 ",5,6:15,GK,Fndn. L6,A2,Salah,John
Not Paid,15,Sep,Facebook Page,AD01-9362,0,EGP 0,1,6:15,,,B12,Salah,Dary
Not Paid,15,Dec,Company Website,AD01-9362,0,EGP 0,1,6:15,,,C8,Salah,Sahar
Paid,1,May,Television Ad,AD01-9362,5,"EGP 25,000,000 ",1,6:18,GK,KJI. L4,C8,Salah,Dina
Paid,7,Jul,WhatsApp,AD01-9362,1,"EGP 19,000,000 ",6,6:18,BE,Fndn. L5,A7,Salah,Jood
Paid,27,Sep,Facebook Page,AD01-9361,2,"EGP 38,000,000 ",3,6:18,BE,Pre. L3,A2,Mohammed,Rony
Paid,12,Sep,Television Ad,AD01-9361,1,"EGP 7,000,000 ",1,6:18,GK,Pre. L3,C8,Mohammed,Habib
Paid,11,Oct,Television Ad,AD01-9361,2,"EGP 12,000,000 ",3,6:18,GK,Fndn. L6,A2,Ahmed,Khalil
Paid,29,Oct,Television Ad,AD01-9362,3,"EGP 12,000,000 ",5,6:18,GK,Pre. L4,A2,Ahmed,Khalil
Paid,31,Oct,WhatsApp,AD01-9362,3,"EGP 15,000,000 ",1,6:18,GK,Fndn. L3,C8,Mohammed,Rony
Paid,22,Nov,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",6,6:18,GK,KJI. L4,A2,Abdullah,Hisham
Paid,1,Nov,Google Ad,AD01-9362,3,"EGP 15,000,000 ",3,6:18,GK,Fndn. L5,B12,Mohammed,Mohmed
Paid,25,Dec,Facebook Page,AD01-9361,4,"EGP 20,000,000 ",4,6:18,CNI,Pre. L3,A1,Salah,Dary
Paid,1,May,Television Ad,AD01-9362,5,"EGP 25,000,000 ",1,6:18,GK,KJI. L4,C8,Salah,Dina
Paid,7,Jul,WhatsApp,AD01-9362,1,"EGP 19,000,000 ",6,6:18,BE,Fndn. L5,A7,Salah,Jood
Not Paid,7,Oct,Facebook Page,AD01-9361,0,EGP 0,1,6:18,,,A1,Salah,John
Not Paid,16,Nov,Television Ad,AD01-9364,0,EGP 0,1,6:18,,,B18,Abdullah,Reham
Not Paid,11,Dec,Facebook Page,AD01-9361,0,EGP 0,2,6:18,,,A4,Mohammed,Kisho
Paid,17,Feb,WhatsApp,AD01-9362,4,"EGP 15,000,000 ",2,6:20,GK,Pre. L4,A1,Abdullah,Hisham
Paid,27,Oct,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",2,6:20,BE,KJI. L4,A2,Mohammed,Kisho
Paid,22,Oct,Television Ad,AD01-9361,2,"EGP 38,000,000 ",1,6:20,BE,Pre. L3,C8,Ahmed,Hany
Paid,31,Oct,Facebook Page,AD01-9361,4,"EGP 20,000,000 ",1,6:20,CNI,Fndn. L6,B12,Salah,Dina
Paid,10,Oct,Television Ad,AD01-9361,5,"EGP 25,000,000 ",3,6:20,GK,Fndn. L5,A1,Mohammed,Kisho
Paid,29,Oct,Television Ad,AD01-9361,2,"EGP 10,000,000 ",1,6:20,GK,Fndn. L5,C8,Mohammed,Kisho
Paid,22,Nov,Facebook Page,AD01-9361,3,"EGP 15,000,000 ",5,6:20,GK,KJI. L4,B18,Salah,Jood
Paid,17,Dec,Youtube Channel,AD01-9363,3,"EGP 12,000,000 ",1,6:20,GK,Pre. L3,B18,Salah,John
Paid,17,Feb,WhatsApp,AD01-9362,4,"EGP 15,000,000 ",2,6:20,GK,Pre. L4,A1,Abdullah,Hisham
Not Paid,13,Sep,Facebook Page,AD01-9361,0,EGP 0,1,6:20,,,A7,Ahmed,Khalil
Not Paid,5,Oct,Google Ad,AD01-9362,0,EGP 0,5,6:20,,,A4,Mohammed,Kisho
Not Paid,19,Nov,Facebook Page,AD01-9364,0,EGP 0,2,6:20,,,A1,Mohammed,Kisho
Not Paid,28,Nov,Facebook Page,AD01-9361,0,EGP 0,4,6:20,,,B12,Ahmed,Khalil
Not Paid,10,Dec,Google Ad,AD01-9362,0,EGP 0,5,6:20,,,B18,Salah,Dina
Paid,1,Apr,WhatsApp,AD01-9365,2,"EGP 12,000,000 ",1,6:30,GK,Pre. L2,B13,Ahmed,Khalil
Paid,1,Apr,Company Website,AD01-9361,2,"EGP 12,000,000 ",1,6:30,GK,Fndn. L1,B18,Mohammed,Kisho
Paid,1,Apr,Facebook Page,AD01-9362,5,"EGP 25,000,000 ",2,6:30,GK,Pre. L2,B18,Salah,Dary
Paid,12,Jun,Youtube Channel,AD01-9362,4,"EGP 11,000,000 ",1,6:30,CNI,Pre. L8,A1,Mohammed,Kisho
Paid,27,Aug,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",4,6:30,GK,Fndn. L1,B12,Salah,John
Paid,16,Aug,Youtube Channel,AD01-9361,5,"EGP 20,000,000 ",3,6:30,GK,Fndn. L6,C8,Salah,Sahar
Paid,24,Sep,Television Ad,AD01-9364,3,"EGP 15,000,000 ",5,6:30,GK,KJI. L4,A1,Mohammed,Mohmed
Paid,30,Sep,Google Ad,AD01-9362,2,"EGP 12,000,000 ",4,6:30,GK,Fndn. L5,A1,Salah,Sahar
Paid,11,Sep,Television Ad,AD01-9361,5,"EGP 21,000,000 ",1,6:30,GK,Fndn. L5,C8,Abdullah,Hisham
Paid,8,Oct,Company Website,AD01-9361,1,"EGP 19,000,000 ",3,6:30,BE,Fndn. L5,A2,Mohammed,Rony
Paid,26,Oct,Television Ad,AD01-9364,2,"EGP 38,000,000 ",4,6:30,BE,KJI. L4,A2,Ahmed,Hany
Paid,10,Oct,Television Ad,AD01-9361,4,"EGP 11,000,000 ",5,6:30,CNI,Fndn. L3,B12,Ahmed,Khalil
Paid,31,Oct,WhatsApp,AD01-9362,5,"EGP 21,000,000 ",5,6:30,GK,Fndn. L1,A7,Mohammed,Kisho
Paid,11,Oct,Facebook Page,AD01-9364,5,"EGP 25,000,000 ",2,6:30,GK,Fndn. L1,A2,Salah,Dary
Paid,5,Oct,Company Website,AD01-9361,4,"EGP 20,000,000 ",4,6:30,GK,Pre. L4,A7,Salah,John
Paid,28,Oct,Google Ad,AD01-9364,1,"EGP 7,000,000 ",5,6:30,GK,KJI. L4,B12,Abdullah,Reham
Paid,4,Nov,Company Website,AD01-9361,2,"EGP 38,000,000 ",4,6:30,BE,Pre. L4,A7,Mohammed,Rony
Paid,15,Nov,Company Website,AD01-9363,1,"EGP 19,000,000 ",7,6:30,BE,Pre. L2,C8,Abdullah,Reham
Paid,22,Nov,Google Ad,AD01-9362,4,"EGP 20,000,000 ",3,6:30,CNI,Pre. L3,B18,Mohammed,Mohmed
Paid,3,Nov,Company Website,AD01-9362,2,"EGP 12,000,000 ",2,6:30,GK,KJI. L4,B13,Salah,John
Paid,15,Nov,Television Ad,AD01-9361,2,"EGP 12,000,000 ",3,6:30,GK,Fndn. L3,A1,Salah,Dary
Paid,3,Nov,Television Ad,AD01-9364,2,"EGP 12,000,000 ",3,6:30,GK,Fndn. L5,A2,Mohammed,Rony
Paid,11,Nov,Google Ad,AD01-9363,3,"EGP 15,000,000 ",3,6:30,GK,Pre. L4,A2,Abdullah,Reham
Paid,22,Nov,Youtube Channel,AD01-9362,3,"EGP 15,000,000 ",4,6:30,GK,KJI. L4,A2,Salah,Dina
Paid,20,Nov,Television Ad,AD01-9362,3,"EGP 15,000,000 ",6,6:30,GK,Fndn. L3,A7,Ahmed,Hany
Paid,30,Nov,Youtube Channel,AD01-9362,1,"EGP 7,000,000 ",3,6:30,GK,KJI. L4,B18,Mohammed,Rony
Paid,2,Dec,Company Website,AD01-9362,3,"EGP 12,000,000 ",3,6:30,GK,Fndn. L1,A1,Mohammed,Rony
Paid,17,Dec,Television Ad,AD01-9362,3,"EGP 11,000,000 ",4,6:30,GK,Pre. L2,B12,Salah,Sahar
Paid,24,Dec,Facebook Page,AD01-9364,5,"EGP 25,000,000 ",6,6:30,GK,Fndn. L3,C8,Salah,Dina
Paid,28,Dec,Youtube Channel,AD01-9362,4,"EGP 20,000,000 ",2,6:30,GK,Fndn. L1,C8,Mohammed,Rony
Paid,1,Apr,WhatsApp,AD01-9365,2,"EGP 12,000,000 ",1,6:30,GK,Pre. L2,B13,Ahmed,Khalil
Paid,1,Apr,Company Website,AD01-9361,2,"EGP 12,000,000 ",1,6:30,GK,Fndn. L1,B18,Mohammed,Kisho
Paid,1,Apr,Facebook Page,AD01-9362,5,"EGP 25,000,000 ",2,6:30,GK,Pre. L2,B18,Salah,Dary
Paid,12,Jun,Youtube Channel,AD01-9362,4,"EGP 11,000,000 ",1,6:30,CNI,Pre. L8,A1,Mohammed,Kisho
Not Paid,19,Mar,Television Ad,AD01-9361,0,EGP 0,3,6:30,,,B13,Ahmed,Khalil
Not Paid,3,Jul,Television Ad,AD01-9361,0,EGP 0,1,6:30,,,B18,Mohammed,Rony
Not Paid,23,Sep,WhatsApp,AD01-9361,0,EGP 0,3,6:30,,,C8,Salah,Sahar
Not Paid,5,Oct,Television Ad,AD01-9364,0,EGP 0,1,6:30,,,A1,Salah,Dina
Not Paid,10,Oct,Google Ad,AD01-9361,0,EGP 0,6,6:30,,,B12,Abdullah,Hisham
Not Paid,24,Oct,Google Ad,AD01-9362,0,EGP 0,3,6:30,,,B13,Ahmed,Hany
Not Paid,29,Dec,WhatsApp,AD01-9362,0,EGP 0,3,6:30,,,B12,Mohammed,Kisho
Not Paid,30,Dec,Company Website,AD01-9365,0,EGP 0,1,6:30,,,B13,Salah,Jood
Not Paid,21,Dec,Television Ad,AD01-9361,0,EGP 0,2,6:30,,,B18,Mohammed,Kisho
Not Paid,19,Mar,Television Ad,AD01-9361,0,EGP 0,3,6:30,,,B13,Ahmed,Khalil
Not Paid,3,Jul,Television Ad,AD01-9361,0,EGP 0,1,6:30,,,B18,Mohammed,Rony
Paid,19,Feb,Company Website,AD01-9363,2,"EGP 12,000,000 ",3,7:10,GK,Pre. L8,B18,Mohammed,Mohmed
Paid,22,Sep,Youtube Channel,AD01-9364,4,"EGP 15,000,000 ",2,7:10,GK,Fndn. L3,B12,Abdullah,Reham
Paid,25,Oct,Television Ad,AD01-9362,1,"EGP 19,000,000 ",4,7:10,BE,Pre. L4,A1,Ahmed,Khalil
Paid,31,Oct,Television Ad,AD01-9364,3,"EGP 11,000,000 ",1,7:10,GK,Fndn. L1,A2,Mohammed,Kisho
Paid,29,Oct,Google Ad,AD01-9361,2,"EGP 12,000,000 ",3,7:10,GK,Fndn. L1,A4,Mohammed,Kisho
Paid,2,Nov,Google Ad,AD01-9365,2,"EGP 38,000,000 ",1,7:10,BE,KJI. L4,A1,Abdullah,Reham
Paid,22,Nov,Youtube Channel,AD01-9361,5,"EGP 25,000,000 ",3,7:10,GK,Pre. L3,B18,Mohammed,Mohmed
Paid,29,Dec,Television Ad,AD01-9361,1,"EGP 7,000,000 ",1,7:10,GK,Fndn. L3,A1,Salah,Dina
Paid,19,Feb,Company Website,AD01-9363,2,"EGP 12,000,000 ",3,7:10,GK,Pre. L8,B18,Mohammed,Mohmed
Not Paid,28,Sep,WhatsApp,AD01-9362,0,EGP 0,1,7:10,,,C8,Salah,Ahmed
Not Paid,5,Oct,WhatsApp,AD01-9362,0,EGP 0,2,7:10,,,A7,Salah,Dary
Not Paid,29,Oct,Facebook Page,AD01-9363,0,EGP 0,5,7:10,,,B13,Ahmed,Khalil
Not Paid,30,Nov,Facebook Page,AD01-9362,0,EGP 0,1,7:10,,,A2,Salah,Ahmed
Not Paid,15,Nov,Google Ad,AD01-9362,0,EGP 0,4,7:10,,,C8,Salah,Ahmed
Paid,14,Jan,Facebook Page,AD01-9364,5,"EGP 20,000,000 ",6,7:14,GK,Pre. L2,A2,Salah,Dary
Paid,11,Feb,Television Ad,AD01-9361,1,"EGP 19,000,000 ",3,7:14,BE,Fndn. L1,B18,Mohammed,Kisho
Paid,13,May,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",1,7:14,GK,Fndn. L1,C8,Mohammed,Kisho
Paid,28,Aug,Facebook Page,AD01-9362,2,"EGP 38,000,000 ",5,7:14,BE,Pre. L3,C8,Salah,Sahar
Paid,30,Sep,Facebook Page,AD01-9364,1,"EGP 7,000,000 ",1,7:14,GK,Fndn. L3,A1,Abdullah,Reham
Paid,20,Sep,Facebook Page,AD01-9364,2,"EGP 12,000,000 ",2,7:14,GK,KJI. L4,B12,Salah,Sahar
Paid,22,Oct,Television Ad,AD01-9364,2,"EGP 12,000,000 ",2,7:14,GK,Fndn. L5,B13,Mohammed,Mohmed
Paid,17,Nov,WhatsApp,AD01-9363,3,"EGP 15,000,000 ",2,7:14,GK,Pre. L8,B13,Salah,Ahmed
Paid,20,Nov,WhatsApp,AD01-9362,3,"EGP 11,000,000 ",2,7:14,GK,Fndn. L1,A1,Mohammed,Kisho
Paid,22,Nov,Television Ad,AD01-9365,5,"EGP 25,000,000 ",4,7:14,GK,Pre. L8,A7,Mohammed,Mohmed
Paid,3,Nov,Facebook Page,AD01-9364,4,"EGP 15,000,000 ",3,7:14,GK,Pre. L4,C8,Salah,Sahar
Paid,14,Jan,Facebook Page,AD01-9364,5,"EGP 20,000,000 ",6,7:14,GK,Pre. L2,A2,Salah,Dary
Paid,11,Feb,Television Ad,AD01-9361,1,"EGP 19,000,000 ",3,7:14,BE,Fndn. L1,B18,Mohammed,Kisho
Paid,13,May,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",1,7:14,GK,Fndn. L1,C8,Mohammed,Kisho
Paid,28,Aug,Facebook Page,AD01-9362,2,"EGP 38,000,000 ",5,7:14,BE,Pre. L3,C8,Salah,Sahar
Not Paid,13,Mar,Google Ad,AD01-9362,0,EGP 0,2,7:14,,,B18,Abdullah,Hisham
Not Paid,11,Nov,Facebook Page,AD01-9361,0,EGP 0,2,7:14,,,A2,Ahmed,Khalil
Not Paid,13,Mar,Google Ad,AD01-9362,0,EGP 0,2,7:14,,,B18,Abdullah,Hisham
Paid,11,Jan,Television Ad,AD01-9362,2,"EGP 38,000,000 ",4,7:30,BE,Pre. L2,C8,Ahmed,Hany
Paid,6,Jan,Facebook Page,AD01-9362,5,"EGP 20,000,000 ",3,7:30,GK,Fndn. L5,B13,Mohammed,Kisho
Paid,1,Apr,Television Ad,AD01-9363,2,"EGP 12,000,000 ",1,7:30,GK,KJI. L4,B13,Abdullah,Hisham
Paid,10,May,WhatsApp,AD01-9364,2,"EGP 38,000,000 ",2,7:30,FC,Pre. L2,B12,Mohammed,Mohmed
Paid,1,May,Youtube Channel,AD01-9362,3,"EGP 15,000,000 ",1,7:30,GK,Pre. L3,B12,Salah,Dina
Paid,30,Sep,Facebook Page,AD01-9362,1,"EGP 7,000,000 ",2,7:30,GK,Fndn. L5,B12,Salah,John
Paid,27,Sep,Television Ad,AD01-9361,1,"EGP 7,000,000 ",1,7:30,GK,Fndn. L6,C8,Ahmed,Hany
Paid,15,Oct,Facebook Page,AD01-9364,1,"EGP 19,000,000 ",2,7:30,BE,KJI. L4,A1,Abdullah,Hisham
Paid,5,Oct,Television Ad,AD01-9362,4,"EGP 15,000,000 ",6,7:30,GK,Fndn. L6,A1,Ahmed,Khalil
Paid,6,Oct,Google Ad,AD01-9361,5,"EGP 20,000,000 ",6,7:30,GK,Fndn. L5,A1,Salah,Dina
Paid,12,Oct,Youtube Channel,AD01-9364,2,"EGP 12,000,000 ",2,7:30,GK,KJI. L4,A4,Abdullah,Reham
Paid,28,Oct,Company Website,AD01-9361,2,"EGP 12,000,000 ",2,7:30,GK,KJI. L4,A7,Salah,Jood
Paid,8,Oct,Television Ad,AD01-9361,2,"EGP 12,000,000 ",3,7:30,GK,Fndn. L5,A2,Mohammed,Habib
Paid,7,Oct,WhatsApp,AD01-9362,2,"EGP 12,000,000 ",3,7:30,GK,Pre. L3,A4,Salah,John
Paid,9,Oct,Google Ad,AD01-9362,3,"EGP 15,000,000 ",1,7:30,GK,Fndn. L5,B18,Ahmed,Khalil
Paid,16,Nov,Company Website,AD01-9361,1,"EGP 19,000,000 ",1,7:30,BE,KJI. L4,A2,Mohammed,Rony
Paid,22,Nov,Company Website,AD01-9361,3,"EGP 11,000,000 ",3,7:30,GK,KJI. L4,A1,Abdullah,Hisham
Paid,5,Nov,Television Ad,AD01-9362,3,"EGP 15,000,000 ",2,7:30,GK,Pre. L4,A4,Ahmed,Hany
Paid,29,Nov,WhatsApp,AD01-9362,3,"EGP 15,000,000 ",4,7:30,GK,KJI. L4,B13,Salah,John
Paid,12,Nov,Television Ad,AD01-9363,4,"EGP 15,000,000 ",2,7:30,GK,KJI. L4,B18,Salah,Sahar
Paid,11,Jan,Television Ad,AD01-9362,2,"EGP 38,000,000 ",4,7:30,BE,Pre. L2,C8,Ahmed,Hany
Paid,6,Jan,Facebook Page,AD01-9362,5,"EGP 20,000,000 ",3,7:30,GK,Fndn. L5,B13,Mohammed,Kisho
Paid,1,Apr,Television Ad,AD01-9363,2,"EGP 12,000,000 ",1,7:30,GK,KJI. L4,B13,Abdullah,Hisham
Paid,10,May,WhatsApp,AD01-9364,2,"EGP 38,000,000 ",2,7:30,FC,Pre. L2,B12,Mohammed,Mohmed
Paid,1,May,Youtube Channel,AD01-9362,3,"EGP 15,000,000 ",1,7:30,GK,Pre. L3,B12,Salah,Dina
Not Paid,7,Jul,Company Website,AD01-9364,0,EGP 0,3,7:30,,,C8,Abdullah,Hisham
Not Paid,12,Aug,Google Ad,AD01-9361,0,EGP 0,2,7:30,,,A1,Mohammed,Rony
Not Paid,1,Sep,Facebook Page,AD01-9362,0,EGP 0,4,7:30,,,A1,Salah,John
Not Paid,29,Sep,WhatsApp,AD01-9362,0,EGP 0,2,7:30,,,A4,Mohammed,Mohmed
Not Paid,26,Oct,WhatsApp,AD01-9364,0,EGP 0,3,7:30,,,A1,Salah,Sahar
Not Paid,30,Dec,Google Ad,AD01-9364,0,EGP 0,7,7:30,,,B12,Mohammed,Mohmed
Not Paid,7,Jul,Company Website,AD01-9364,0,EGP 0,3,7:30,,,C8,Abdullah,Hisham
Paid,16,Feb,WhatsApp,AD01-9361,3,"EGP 11,000,000 ",3,8:00,GK,Pre. L8,A1,Salah,Sahar
Paid,13,Sep,Youtube Channel,AD01-9361,2,"EGP 10,000,000 ",2,8:00,GK,KJI. L4,A2,Salah,Sahar
Paid,16,Sep,Television Ad,AD01-9362,2,"EGP 12,000,000 ",2,8:00,GK,Fndn. L1,C8,Mohammed,Kisho
Paid,26,Oct,Facebook Page,AD01-9362,2,"EGP 38,000,000 ",5,8:00,BE,Fndn. L5,B18,Mohammed,Rony
Paid,9,Oct,Company Website,AD01-9362,4,"EGP 20,000,000 ",1,8:00,CNI,Fndn. L5,B12,Mohammed,Kenza
Paid,28,Oct,Company Website,AD01-9362,1,"EGP 7,000,000 ",2,8:00,GK,Fndn. L5,B18,Mohammed,Mohmed
Paid,30,Oct,Facebook Page,AD01-9364,3,"EGP 15,000,000 ",4,8:00,GK,Pre. L8,A2,Salah,John
Paid,5,Nov,Company Website,AD01-9364,5,"EGP 25,000,000 ",2,8:00,GK,KJI. L4,B13,Ahmed,Khalil
Paid,16,Feb,WhatsApp,AD01-9361,3,"EGP 11,000,000 ",3,8:00,GK,Pre. L8,A1,Salah,Sahar
Not Paid,12,Sep,Facebook Page,AD01-9362,0,EGP 0,3,8:00,,,A1,Ahmed,Hany
Not Paid,1,Oct,Google Ad,AD01-9362,0,EGP 0,1,8:00,,,A1,Ahmed,Hany
Not Paid,5,Oct,Google Ad,AD01-9363,0,EGP 0,4,8:00,,,B12,Abdullah,Hisham
Not Paid,27,Nov,Television Ad,AD01-9364,0,EGP 0,1,8:00,,,A1,Mohammed,Mohmed
Not Paid,16,Nov,Television Ad,AD01-9364,0,EGP 0,1,8:00,,,A4,Salah,Jood
Paid,11,Feb,Facebook Page,AD01-9362,4,"EGP 20,000,000 ",1,8:10,GK,Pre. L3,A7,Salah,Dina
Paid,1,May,WhatsApp,AD01-9361,2,"EGP 12,000,000 ",5,8:10,GK,Fndn. L3,A4,Ahmed,Khalil
Paid,10,Sep,WhatsApp,AD01-9362,2,"EGP 38,000,000 ",2,8:10,FC,Pre. L2,B18,Salah,John
Paid,11,Sep,Television Ad,AD01-9361,2,"EGP 12,000,000 ",4,8:10,GK,Fndn. L1,A1,Mohammed,Rony
Paid,12,Sep,WhatsApp,AD01-9364,3,"EGP 15,000,000 ",4,8:10,GK,Pre. L8,A1,Mohammed,Rony
Paid,27,Oct,Facebook Page,AD01-9363,1,"EGP 19,000,000 ",1,8:10,BE,KJI. L4,A2,Salah,Sahar
Paid,30,Oct,WhatsApp,AD01-9362,4,"EGP 11,000,000 ",3,8:10,CNI,Fndn. L1,B12,Mohammed,Kisho
Paid,27,Oct,Company Website,AD01-9364,5,"EGP 25,000,000 ",2,8:10,GK,Fndn. L1,A4,Mohammed,Mohmed
Paid,9,Oct,Television Ad,AD01-9362,3,"EGP 15,000,000 ",4,8:10,GK,Pre. L3,A2,Ahmed,Hany
Paid,22,Nov,Youtube Channel,AD01-9362,3,"EGP 15,000,000 ",1,8:10,GK,Fndn. L5,B18,Ahmed,Khalil
Paid,23,Dec,WhatsApp,AD01-9362,5,"EGP 21,000,000 ",1,8:10,GK,Pre. L4,B13,Salah,Sahar
Paid,11,Feb,Facebook Page,AD01-9362,4,"EGP 20,000,000 ",1,8:10,GK,Pre. L3,A7,Salah,Dina
Paid,1,May,WhatsApp,AD01-9361,2,"EGP 12,000,000 ",5,8:10,GK,Fndn. L3,A4,Ahmed,Khalil
Not Paid,18,Mar,Television Ad,AD01-9362,0,EGP 0,1,8:10,,,A7,Mohammed,Rony
Not Paid,2,Jul,Television Ad,AD01-9361,0,EGP 0,4,8:10,,,C8,Abdullah,Reham
Not Paid,18,Mar,Television Ad,AD01-9362,0,EGP 0,1,8:10,,,A7,Mohammed,Rony
Not Paid,2,Jul,Television Ad,AD01-9361,0,EGP 0,4,8:10,,,C8,Abdullah,Reham
Paid,13,Jan,Television Ad,AD01-9362,4,"EGP 15,000,000 ",5,8:12,GK,Fndn. L3,B18,Mohammed,Mohmed
Paid,11,Feb,Company Website,AD01-9364,2,"EGP 38,000,000 ",2,8:12,BE,KJI. L4,B13,Salah,Dina
Paid,12,May,Television Ad,AD01-9362,1,"EGP 7,000,000 ",1,8:12,GK,Fndn. L1,A7,Abdullah,Hisham
Paid,27,Aug,Facebook Page,AD01-9365,5,"EGP 25,000,000 ",4,8:12,GK,Pre. L3,C8,Salah,John
Paid,30,Sep,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",5,8:12,BE,Pre. L3,A4,Salah,John
Paid,19,Sep,Facebook Page,AD01-9365,5,"EGP 20,000,000 ",5,8:12,GK,Fndn. L1,A2,Salah,Dary
Paid,12,Sep,Television Ad,AD01-9362,3,"EGP 11,000,000 ",5,8:12,GK,Pre. L4,B13,Ahmed,Hany
Paid,21,Oct,Television Ad,AD01-9361,2,"EGP 12,000,000 ",1,8:12,GK,Pre. L2,A7,Mohammed,Kenza
Paid,17,Nov,WhatsApp,AD01-9362,2,"EGP 12,000,000 ",4,8:12,GK,Pre. L4,A7,Ahmed,Khalil
Paid,15,Dec,Company Website,AD01-9365,4,"EGP 20,000,000 ",2,8:12,CNI,Fndn. L5,B12,Mohammed,Mohmed
Paid,1,Dec,WhatsApp,AD01-9362,3,"EGP 12,000,000 ",4,8:12,GK,KJI. L4,B12,Abdullah,Reham
Paid,13,Jan,Television Ad,AD01-9362,4,"EGP 15,000,000 ",5,8:12,GK,Fndn. L3,B18,Mohammed,Mohmed
Paid,11,Feb,Company Website,AD01-9364,2,"EGP 38,000,000 ",2,8:12,BE,KJI. L4,B13,Salah,Dina
Paid,12,May,Television Ad,AD01-9362,1,"EGP 7,000,000 ",1,8:12,GK,Fndn. L1,A7,Abdullah,Hisham
Paid,27,Aug,Facebook Page,AD01-9365,5,"EGP 25,000,000 ",4,8:12,GK,Pre. L3,C8,Salah,John
Not Paid,12,Mar,Google Ad,AD01-9361,0,EGP 0,3,8:12,,,C8,Abdullah,Reham
Not Paid,25,Nov,Television Ad,AD01-9362,0,EGP 0,1,8:12,,,B18,Ahmed,Hany
Not Paid,12,Mar,Google Ad,AD01-9361,0,EGP 0,3,8:12,,,C8,Abdullah,Reham
Paid,12,Aug,Television Ad,AD01-9362,3,"EGP 15,000,000 ",1,8:20,GK,Fndn. L3,A4,Mohammed,Kisho
Paid,30,Sep,Company Website,AD01-9362,2,"EGP 12,000,000 ",2,8:20,GK,Pre. L4,A1,Abdullah,Reham
Paid,6,Sep,Facebook Page,AD01-9362,5,"EGP 20,000,000 ",2,8:20,GK,Fndn. L1,B12,Salah,Dary
Paid,21,Oct,Company Website,AD01-9361,1,"EGP 7,000,000 ",2,8:20,GK,KJI. L4,A1,Mohammed,Habib
Paid,22,Oct,Google Ad,AD01-9361,3,"EGP 15,000,000 ",5,8:20,GK,Fndn. L1,B18,Salah,Ahmed
Paid,12,Oct,Company Website,AD01-9362,4,"EGP 15,000,000 ",4,8:20,GK,Pre. L3,A2,Mohammed,Mohmed
Paid,23,Nov,Company Website,AD01-9361,2,"EGP 12,000,000 ",1,8:20,GK,Fndn. L3,B13,Salah,Sahar
Paid,29,Nov,WhatsApp,AD01-9364,2,"EGP 12,000,000 ",2,8:20,GK,Fndn. L1,B18,Salah,Dary
Paid,21,Dec,Television Ad,AD01-9362,1,"EGP 19,000,000 ",2,8:20,BE,Pre. L3,A1,Salah,Ahmed
Paid,24,Dec,Television Ad,AD01-9361,3,"EGP 15,000,000 ",1,8:20,GK,Pre. L8,A2,Mohammed,Kisho
Not Paid,20,Sep,Television Ad,AD01-9362,0,EGP 0,1,8:20,,,B18,Mohammed,Mohmed
Not Paid,8,Oct,WhatsApp,AD01-9362,0,EGP 0,5,8:20,,,A7,Abdullah,Reham
Not Paid,31,Dec,Television Ad,AD01-9362,0,EGP 0,1,8:20,,,C8,Ahmed,Khalil
Paid,30,Aug,Company Website,AD01-9364,2,"EGP 38,000,000 ",2,8:40,BE,Pre. L3,A7,Mohammed,Rony
Paid,28,Sep,Television Ad,AD01-9362,2,"EGP 12,000,000 ",2,8:40,GK,Fndn. L5,A1,Ahmed,Hany
Paid,28,Sep,WhatsApp,AD01-9361,3,"EGP 15,000,000 ",2,8:40,GK,KJI. L4,A1,Ahmed,Hany
Paid,30,Sep,Youtube Channel,AD01-9361,3,"EGP 15,000,000 ",4,8:40,GK,Pre. L3,A2,Mohammed,Kisho
Paid,30,Sep,Facebook Page,AD01-9364,2,"EGP 12,000,000 ",2,8:40,GK,Pre. L3,B12,Mohammed,Kisho
Paid,6,Sep,Youtube Channel,AD01-9361,3,"EGP 15,000,000 ",4,8:40,GK,Fndn. L1,B18,Mohammed,Kisho
Paid,27,Oct,Television Ad,AD01-9361,4,"EGP 20,000,000 ",5,8:40,CNI,Pre. L3,C8,Mohammed,Mohmed
Paid,11,Oct,Google Ad,AD01-9364,1,"EGP 7,000,000 ",1,8:40,GK,KJI. L4,A1,Abdullah,Reham
Paid,29,Oct,WhatsApp,AD01-9362,2,"EGP 12,000,000 ",2,8:40,GK,Fndn. L3,A1,Salah,Sahar
Paid,7,Oct,WhatsApp,AD01-9364,2,"EGP 12,000,000 ",7,8:40,GK,KJI. L4,A7,Abdullah,Hisham
Paid,8,Oct,Television Ad,AD01-9362,3,"EGP 15,000,000 ",2,8:40,GK,Pre. L8,B12,Mohammed,Kenza
